,folder_name,clip_name,frame_id,human_id,object_id,object_class,action,hmn_x1,hmn_y1,hmn_x2,hmn_y2,obj_x1,obj_y1,obj_x2,obj_y2
3774,20200531,clip_32_1406,52,13974,13975,bicycle,ride,160,95,167,103,161,103,168,110
3775,20200531,clip_32_1406,53,13974,13975,bicycle,ride,167,96,173,105,168,105,174,112
3776,20200531,clip_32_1406,54,13974,13975,bicycle,ride,168,98,173,107,168,107,174,115
3777,20200531,clip_32_1406,55,13974,13975,bicycle,ride,169,100,174,109,169,109,174,118
3778,20200531,clip_32_1406,56,13974,13975,bicycle,ride,166,102,173,111,167,111,173,120
3779,20200531,clip_32_1406,57,13974,13975,bicycle,ride,167,103,174,112,168,112,174,125
3780,20200531,clip_32_1406,60,13974,13975,bicycle,ride,201,115,209,124,200,125,208,133
3781,20200531,clip_32_1406,61,13974,13975,bicycle,ride,227,120,238,131,227,131,237,143
3782,20200531,clip_32_1406,62,13974,13975,bicycle,ride,253,124,267,137,254,137,268,153
3783,20200531,clip_32_1406,63,13974,13975,bicycle,ride,279,128,295,144,281,143,298,163
3784,20200531,clip_32_1406,64,13974,13975,bicycle,ride,295,136,314,154,295,153,314,173
3785,20200531,clip_32_1406,65,13974,13975,bicycle,ride,313,151,332,168,315,167,330,191
3786,20200531,clip_32_1406,66,13974,13975,bicycle,ride,349,165,368,183,349,183,372,213
3787,20200531,clip_32_1406,52,13967,13968,bicycle,ride,125,94,131,103,125,102,132,110
3788,20200531,clip_32_1406,53,13967,13968,bicycle,ride,128,94,134,103,128,103,135,110
3789,20200531,clip_32_1406,54,13967,13968,bicycle,ride,132,95,137,104,131,103,137,110
3790,20200531,clip_32_1406,55,13967,13968,bicycle,ride,135,96,140,104,134,103,140,111
3791,20200531,clip_32_1406,56,13967,13968,bicycle,ride,138,96,143,104,137,104,143,111
3792,20200531,clip_32_1406,57,13967,13968,bicycle,ride,141,98,147,105,141,105,147,112
3793,20200531,clip_32_1406,58,13967,13968,bicycle,ride,144,99,150,107,144,107,150,113
3794,20200531,clip_32_1406,59,13967,13968,bicycle,ride,148,100,153,108,147,109,153,114
3795,20200531,clip_32_1406,60,13967,13968,bicycle,ride,152,102,157,110,152,110,158,116
3796,20200531,clip_32_1406,61,13967,13968,bicycle,ride,157,104,162,112,157,112,163,118
3797,20200531,clip_32_1406,62,13967,13968,bicycle,ride,161,106,167,114,161,114,167,120
3798,20200531,clip_32_1406,63,13967,13968,bicycle,ride,166,105,174,114,167,115,175,124
3799,20200531,clip_32_1406,65,13967,13968,bicycle,ride,193,114,201,123,192,123,201,132
3800,20200531,clip_32_1406,66,13967,13968,bicycle,ride,206,115,216,126,205,126,216,136
3801,20200531,clip_32_1406,67,13967,13968,bicycle,ride,213,115,225,128,214,127,226,140
3802,20200531,clip_32_1406,68,13967,13968,bicycle,ride,235,124,248,138,234,136,247,149
3803,20200531,clip_32_1406,69,13967,13968,bicycle,ride,251,127,264,141,252,141,266,156
3804,20200531,clip_32_1406,70,13967,13968,bicycle,ride,267,135,285,152,267,152,285,169
3805,20200531,clip_32_1406,71,13967,13968,bicycle,ride,284,143,306,164,283,162,304,183
3806,20200531,clip_32_1406,72,13967,13968,bicycle,ride,310,156,332,177,313,178,335,204
3807,20200531,clip_32_1406,73,13967,13968,bicycle,ride,349,176,371,196,350,196,373,228
3820,20200531,clip_32_1406,95,13987,13988,bicycle,ride,128,95,135,104,129,103,134,109
3821,20200531,clip_32_1406,96,13987,13988,bicycle,ride,131,96,138,105,132,104,138,111
3822,20200531,clip_32_1406,97,13987,13988,bicycle,ride,134,97,141,106,135,106,141,112
3823,20200531,clip_32_1406,98,13987,13988,bicycle,ride,137,99,144,108,139,107,144,114
3824,20200531,clip_32_1406,99,13987,13988,bicycle,ride,136,99,143,108,139,108,145,115
3825,20200531,clip_32_1406,100,13987,13988,bicycle,ride,135,100,142,109,136,109,142,116
3826,20200531,clip_32_1406,101,13987,13988,bicycle,ride,131,100,138,110,132,110,139,117
3827,20200531,clip_32_1406,102,13987,13988,bicycle,ride,128,101,135,111,128,111,136,118
3828,20200531,clip_32_1406,103,13987,13988,bicycle,ride,125,102,132,112,125,112,132,120
3829,20200531,clip_32_1406,104,13987,13988,bicycle,ride,126,103,134,113,127,113,135,121
3830,20200531,clip_32_1406,105,13987,13988,bicycle,ride,128,104,136,115,129,114,137,122
3831,20200531,clip_32_1406,106,13987,13988,bicycle,ride,129,105,138,116,131,116,139,123
3832,20200531,clip_32_1406,107,13987,13988,bicycle,ride,133,106,142,117,133,117,142,125
3833,20200531,clip_32_1406,108,13987,13988,bicycle,ride,133,107,142,119,133,119,142,128
3834,20200531,clip_32_1406,109,13987,13988,bicycle,ride,133,108,143,120,132,120,142,129
3835,20200531,clip_32_1406,110,13987,13988,bicycle,ride,133,109,143,122,131,121,141,130
3836,20200531,clip_32_1406,111,13987,13988,bicycle,ride,133,110,144,123,134,123,144,132
3837,20200531,clip_32_1406,112,13987,13988,bicycle,ride,136,112,147,126,136,125,146,134
3838,20200531,clip_32_1406,113,13987,13988,bicycle,ride,141,115,152,129,142,128,153,137
3839,20200531,clip_32_1406,114,13987,13988,bicycle,ride,143,116,155,130,144,129,155,138
3840,20200531,clip_32_1406,115,13987,13988,bicycle,ride,146,117,158,131,147,131,158,140
3841,20200531,clip_32_1406,116,13987,13988,bicycle,ride,148,118,161,133,149,132,161,142
3842,20200531,clip_32_1406,117,13987,13988,bicycle,ride,150,119,164,134,152,133,164,143
3843,20200531,clip_32_1406,118,13987,13988,bicycle,ride,153,120,166,136,154,135,166,145
3844,20200531,clip_32_1406,119,13987,13988,bicycle,ride,155,121,169,137,156,136,169,146
3872,20200531,clip_34_1502,6,14115,14116,bicycle,ride,345,146,375,217,345,180,375,216
3873,20200531,clip_34_1502,7,14115,14116,bicycle,ride,309,147,340,196,309,165,340,195
3874,20200531,clip_34_1502,8,14115,14116,bicycle,ride,291,138,307,182,292,154,307,182
3875,20200531,clip_34_1502,9,14115,14116,bicycle,ride,273,126,289,170,273,143,288,171
3876,20200531,clip_34_1502,10,14115,14116,bicycle,ride,251,124,267,165,251,142,267,165
3877,20200531,clip_34_1502,11,14115,14116,bicycle,ride,224,115,236,150,224,131,236,151
3878,20200531,clip_34_1502,31,14120,14121,bicycle,ride,137,98,144,118,137,107,144,118
3879,20200531,clip_34_1502,32,14120,14121,bicycle,ride,137,98,148,121,137,109,147,121
3880,20200531,clip_34_1502,33,14120,14121,bicycle,ride,137,97,153,123,137,110,150,124
3881,20200531,clip_34_1502,34,14120,14121,bicycle,ride,141,97,152,123,141,108,152,123
3882,20200531,clip_34_1502,35,14120,14121,bicycle,ride,147,105,158,126,147,113,158,125
3883,20200531,clip_34_1502,36,14120,14121,bicycle,ride,150,105,161,126,150,114,161,125
3884,20200531,clip_34_1502,37,14120,14121,bicycle,ride,154,105,165,126,153,114,164,125
3885,20200531,clip_34_1502,38,14120,14121,bicycle,ride,155,105,166,129,156,115,167,129
3886,20200531,clip_34_1502,39,14120,14121,bicycle,ride,157,106,168,130,157,116,168,130
3887,20200531,clip_34_1502,40,14120,14121,bicycle,ride,161,107,172,131,161,118,172,131
3888,20200531,clip_34_1502,41,14120,14121,bicycle,ride,166,107,175,131,166,118,175,131
3889,20200531,clip_34_1502,42,14120,14121,bicycle,ride,168,107,175,131,167,118,175,131
3890,20200531,clip_34_1502,43,14120,14121,bicycle,ride,168,106,175,135,167,118,175,137
3891,20200531,clip_34_1502,44,14120,14121,bicycle,ride,169,113,175,135,170,118,175,137
3892,20200531,clip_34_1502,51,14120,14121,bicycle,ride,190,127,200,156,190,141,200,157
3893,20200531,clip_34_1502,52,14120,14121,bicycle,ride,192,127,207,156,191,141,207,157
3894,20200531,clip_34_1502,53,14120,14121,bicycle,ride,200,131,216,167,200,151,216,167
3895,20200531,clip_34_1502,54,14120,14121,bicycle,ride,204,130,220,172,204,157,220,172
3896,20200531,clip_34_1502,55,14120,14121,bicycle,ride,208,135,224,177,208,156,224,177
3897,20200531,clip_34_1502,56,14120,14121,bicycle,ride,210,142,226,184,210,162,226,183
3898,20200531,clip_34_1502,57,14120,14121,bicycle,ride,221,143,243,183,222,162,243,183
3899,20200531,clip_34_1502,58,14120,14121,bicycle,ride,235,146,253,186,235,165,254,186
3900,20200531,clip_34_1502,59,14120,14121,bicycle,ride,251,150,270,190,252,172,271,192
3901,20200531,clip_34_1502,60,14120,14121,bicycle,ride,263,158,282,207,263,184,282,207
3902,20200531,clip_34_1502,61,14120,14121,bicycle,ride,278,163,302,218,278,188,303,219
3903,20200531,clip_34_1502,62,14120,14121,bicycle,ride,288,169,312,231,288,201,313,231
3904,20200531,clip_34_1502,63,14120,14121,bicycle,ride,298,178,322,245,297,209,322,244
3905,20200531,clip_34_1502,64,14120,14121,bicycle,ride,310,187,337,261,311,221,337,261
3906,20200531,clip_34_1502,65,14120,14121,bicycle,ride,327,201,359,280,327,236,359,279
3907,20200531,clip_34_1502,66,14120,14121,bicycle,ride,353,214,384,288,354,254,384,288
3926,20200531,clip_34_1502,54,14127,14128,bicycle,ride,365,169,384,229,364,197,384,229
3927,20200531,clip_34_1502,55,14127,14128,bicycle,ride,352,170,371,217,352,191,370,217
3928,20200531,clip_34_1502,56,14127,14128,bicycle,ride,331,160,350,206,331,181,350,206
3929,20200531,clip_34_1502,57,14127,14128,bicycle,ride,308,151,329,197,309,172,329,197
3930,20200531,clip_34_1502,58,14127,14128,bicycle,ride,287,143,307,190,287,166,308,191
3931,20200531,clip_34_1502,59,14127,14128,bicycle,ride,271,139,286,168,271,153,285,167
3932,20200531,clip_34_1502,60,14127,14128,bicycle,ride,250,135,267,175,250,155,267,175
3933,20200531,clip_34_1502,61,14127,14128,bicycle,ride,241,132,258,172,241,153,259,173
3934,20200531,clip_34_1502,62,14127,14128,bicycle,ride,233,128,250,168,233,149,250,168
3935,20200531,clip_34_1502,63,14127,14128,bicycle,ride,225,125,239,163,225,146,239,163
3936,20200531,clip_34_1502,64,14127,14128,bicycle,ride,218,124,232,161,219,145,232,162
3937,20200531,clip_34_1502,65,14127,14128,bicycle,ride,214,122,228,157,215,139,228,156
3938,20200531,clip_34_1502,66,14127,14128,bicycle,ride,214,117,228,148,214,133,227,148
3939,20200531,clip_34_1502,67,14127,14128,bicycle,ride,212,115,226,146,212,131,225,145
3940,20200531,clip_34_1502,68,14127,14128,bicycle,ride,208,112,219,143,208,128,220,143
3941,20200531,clip_34_1502,69,14127,14128,bicycle,ride,205,112,216,142,205,128,216,142
3942,20200531,clip_34_1502,70,14127,14128,bicycle,ride,202,107,213,138,202,123,214,138
3943,20200531,clip_34_1502,71,14127,14128,bicycle,ride,200,107,211,134,200,120,212,133
3944,20200531,clip_34_1502,72,14127,14128,bicycle,ride,201,105,212,132,200,119,212,132
3945,20200531,clip_34_1502,73,14127,14128,bicycle,ride,199,104,210,131,200,118,211,131
3946,20200531,clip_34_1502,74,14127,14128,bicycle,ride,198,104,209,128,198,115,209,128
3947,20200531,clip_34_1502,75,14127,14128,bicycle,ride,197,104,205,128,196,114,205,127
3948,20200531,clip_34_1502,76,14127,14128,bicycle,ride,194,103,203,127,194,113,203,126
3949,20200531,clip_34_1502,77,14127,14128,bicycle,ride,190,99,198,123,190,112,198,123
3950,20200531,clip_34_1502,81,14127,14128,bicycle,ride,165,98,174,122,164,110,173,121
3951,20200531,clip_34_1502,82,14127,14128,bicycle,ride,161,99,170,122,161,110,170,122
3952,20200531,clip_34_1502,83,14127,14128,bicycle,ride,158,99,167,115,158,105,166,115
3953,20200531,clip_34_1502,84,14127,14128,bicycle,ride,150,97,159,114,150,104,159,114
3954,20200531,clip_34_1502,85,14127,14128,bicycle,ride,143,97,151,113,143,103,151,113
3955,20200531,clip_34_1502,86,14127,14128,bicycle,ride,138,96,147,113,138,103,147,113
3956,20200531,clip_34_1502,87,14127,14128,bicycle,ride,127,95,136,112,128,103,136,113
3957,20200531,clip_34_1502,88,14127,14128,bicycle,ride,125,95,134,112,126,103,134,113
3958,20200531,clip_34_1502,89,14127,14128,bicycle,ride,122,95,131,112,122,103,131,113
3959,20200531,clip_34_1502,90,14127,14128,bicycle,ride,117,92,125,109,117,100,126,110
3960,20200531,clip_34_1502,91,14127,14128,bicycle,ride,117,92,125,109,117,100,126,110
3961,20200531,clip_34_1502,78,14138,14139,bicycle,walk,126,92,135,114,126,102,135,114
3962,20200531,clip_34_1502,79,14138,14139,bicycle,walk,127,94,136,115,128,103,136,115
3963,20200531,clip_34_1502,80,14138,14139,bicycle,walk,128,95,138,116,129,104,138,116
3964,20200531,clip_34_1502,81,14138,14139,bicycle,walk,129,96,138,118,130,104,139,117
3965,20200531,clip_34_1502,82,14138,14139,bicycle,walk,129,97,139,119,131,105,140,118
3966,20200531,clip_34_1502,83,14138,14139,bicycle,walk,132,97,141,119,132,106,141,118
3967,20200531,clip_34_1502,84,14138,14139,bicycle,walk,133,98,143,120,134,108,142,120
3968,20200531,clip_34_1502,85,14138,14139,bicycle,walk,135,100,144,121,135,109,144,121
3969,20200531,clip_34_1502,86,14138,14139,bicycle,walk,136,101,146,123,137,111,145,123
3970,20200531,clip_34_1502,87,14138,14139,bicycle,walk,139,103,149,125,140,112,149,125
3971,20200531,clip_34_1502,88,14138,14139,bicycle,walk,143,102,152,124,144,112,153,124
3972,20200531,clip_34_1502,89,14138,14139,bicycle,walk,145,101,154,122,145,111,154,123
3973,20200531,clip_34_1502,90,14138,14139,bicycle,walk,145,103,155,124,146,112,154,125
3974,20200531,clip_34_1502,91,14138,14139,bicycle,walk,146,105,155,126,146,114,155,126
3975,20200531,clip_34_1502,92,14138,14139,bicycle,walk,149,106,159,128,150,115,159,128
3976,20200531,clip_34_1502,93,14138,14139,bicycle,walk,152,108,162,129,153,117,161,130
3977,20200531,clip_34_1502,94,14138,14139,bicycle,walk,153,108,162,130,153,117,162,130
3978,20200531,clip_34_1502,95,14138,14139,bicycle,walk,154,108,163,130,154,118,163,130
3979,20200531,clip_34_1502,96,14138,14139,bicycle,walk,156,110,167,132,156,120,166,132
3980,20200531,clip_34_1502,97,14138,14139,bicycle,walk,159,111,170,133,160,120,170,133
3981,20200531,clip_34_1502,98,14138,14139,bicycle,walk,160,111,171,133,161,121,171,134
3982,20200531,clip_34_1502,99,14138,14139,bicycle,walk,162,111,173,136,162,123,172,135
3983,20200531,clip_34_1502,100,14138,14139,bicycle,walk,164,111,173,136,164,123,172,135
3984,20200531,clip_34_1502,101,14138,14139,bicycle,walk,165,111,174,138,164,123,174,139
3985,20200531,clip_34_1502,102,14138,14139,bicycle,walk,168,116,174,138,167,123,174,139
3986,20200531,clip_34_1502,107,14138,14139,bicycle,walk,190,121,201,145,190,129,199,145
3987,20200531,clip_34_1502,108,14138,14139,bicycle,walk,192,118,205,150,193,133,204,149
3988,20200531,clip_34_1502,109,14138,14139,bicycle,walk,196,121,209,152,196,134,207,150
3989,20200531,clip_34_1502,110,14138,14139,bicycle,walk,200,122,215,154,200,136,214,152
3990,20200531,clip_34_1502,111,14138,14139,bicycle,walk,205,125,220,156,206,139,220,155
3991,20200531,clip_34_1502,112,14138,14139,bicycle,walk,210,127,225,158,208,140,222,156
3992,20200531,clip_34_1502,113,14138,14139,bicycle,walk,214,127,229,159,211,141,224,158
3993,20200531,clip_34_1502,114,14138,14139,bicycle,walk,216,128,231,160,211,144,224,160
3994,20200531,clip_34_1502,115,14138,14139,bicycle,walk,216,130,232,162,212,147,225,163
3995,20200531,clip_34_1502,116,14138,14139,bicycle,walk,217,132,232,164,212,150,225,166
3996,20200531,clip_34_1502,117,14138,14139,bicycle,walk,222,135,237,167,216,151,232,170
3997,20200531,clip_34_1502,118,14138,14139,bicycle,walk,230,136,245,167,223,152,244,171
3998,20200531,clip_34_1502,119,14138,14139,bicycle,walk,234,142,249,173,227,156,247,175
3999,20200531,clip_34_1502,110,14143,14144,bicycle,ride,116,95,124,118,115,106,124,117
4000,20200531,clip_34_1502,111,14143,14144,bicycle,ride,117,95,125,118,116,107,125,118
4001,20200531,clip_34_1502,112,14143,14144,bicycle,ride,118,96,126,119,117,107,126,118
4002,20200531,clip_34_1502,113,14143,14144,bicycle,ride,119,97,128,119,119,108,128,119
4003,20200531,clip_34_1502,114,14143,14144,bicycle,ride,120,97,129,120,120,109,129,120
4004,20200531,clip_34_1502,115,14143,14144,bicycle,ride,121,98,130,121,121,110,130,121
4005,20200531,clip_34_1502,116,14143,14144,bicycle,ride,123,99,131,122,122,112,130,123
4006,20200531,clip_34_1502,117,14143,14144,bicycle,ride,124,100,132,123,124,112,132,123
4007,20200531,clip_34_1502,118,14143,14144,bicycle,ride,125,101,134,124,126,113,134,124
4008,20200531,clip_34_1502,119,14143,14144,bicycle,ride,125,101,134,124,126,113,134,124
4027,20200531,clip_36_1558,10,14192,14191,motorcycle,ride,366,174,384,199,354,198,384,230
4028,20200531,clip_36_1558,11,14192,14191,motorcycle,ride,337,171,357,192,328,184,357,214
4029,20200531,clip_36_1558,12,14192,14191,motorcycle,ride,313,158,331,178,304,176,332,203
4030,20200531,clip_36_1558,13,14192,14191,motorcycle,ride,291,150,309,171,280,166,307,193
4031,20200531,clip_36_1558,14,14192,14191,motorcycle,ride,270,144,288,164,265,161,286,185
4032,20200531,clip_36_1558,15,14192,14191,motorcycle,ride,258,139,272,156,252,153,273,176
4033,20200531,clip_36_1558,16,14192,14191,motorcycle,ride,245,134,258,152,239,150,261,170
4034,20200531,clip_36_1558,17,14192,14191,motorcycle,ride,234,131,247,148,230,146,247,163
4035,20200531,clip_36_1558,18,14192,14191,motorcycle,ride,227,127,240,144,223,143,240,159
4036,20200531,clip_36_1558,19,14192,14191,motorcycle,ride,220,123,234,140,217,139,234,152
4037,20200531,clip_36_1558,20,14192,14191,motorcycle,ride,216,119,227,136,213,135,229,147
4038,20200531,clip_36_1558,21,14192,14191,motorcycle,ride,211,117,222,134,211,133,223,144
4039,20200531,clip_36_1558,22,14192,14191,motorcycle,ride,207,114,217,130,205,130,218,141
4040,20200531,clip_36_1558,23,14192,14191,motorcycle,ride,204,111,215,127,202,126,215,137
4041,20200531,clip_36_1558,24,14192,14191,motorcycle,ride,200,111,210,126,197,123,211,135
4042,20200531,clip_36_1558,25,14192,14191,motorcycle,ride,195,109,205,122,193,120,204,130
4043,20200531,clip_36_1558,26,14192,14191,motorcycle,ride,190,110,196,119,190,120,196,126
4044,20200531,clip_36_1558,28,14192,14191,motorcycle,ride,168,108,173,114,167,115,174,122
4045,20200531,clip_36_1558,29,14192,14191,motorcycle,ride,159,107,168,114,158,113,166,120
4046,20200531,clip_36_1558,30,14192,14191,motorcycle,ride,150,104,160,111,151,110,159,116
4047,20200531,clip_36_1558,11,14190,14160,bicycle,walk,351,156,367,200,354,175,375,198
4048,20200531,clip_36_1558,12,14190,14160,bicycle,walk,340,151,355,191,340,171,361,194
4049,20200531,clip_36_1558,13,14190,14160,bicycle,walk,331,149,345,189,334,167,355,190
4050,20200531,clip_36_1558,14,14190,14160,bicycle,walk,318,146,331,184,324,166,345,191
4051,20200531,clip_36_1558,15,14190,14160,bicycle,walk,306,142,319,179,314,159,330,177
4052,20200531,clip_36_1558,16,14190,14160,bicycle,walk,295,140,309,177,305,155,320,176
4053,20200531,clip_36_1558,17,14190,14160,bicycle,walk,291,138,305,173,301,155,313,175
4054,20200531,clip_36_1558,18,14190,14160,bicycle,walk,286,136,300,171,298,151,308,173
4055,20200531,clip_36_1558,19,14190,14160,bicycle,walk,286,132,300,167,298,151,308,171
4056,20200531,clip_36_1558,20,14190,14160,bicycle,walk,287,130,300,164,298,143,307,162
4057,20200531,clip_36_1558,21,14190,14160,bicycle,walk,288,128,301,161,299,143,306,162
4058,20200531,clip_36_1558,22,14190,14160,bicycle,walk,284,126,298,160,299,139,306,158
4059,20200531,clip_36_1558,23,14190,14160,bicycle,walk,279,125,292,155,292,136,299,155
4060,20200531,clip_36_1558,24,14190,14160,bicycle,walk,274,122,287,152,285,135,293,153
4061,20200531,clip_36_1558,25,14190,14160,bicycle,walk,268,120,281,150,279,134,287,151
4062,20200531,clip_36_1558,26,14190,14160,bicycle,walk,263,120,276,147,273,132,281,148
4063,20200531,clip_36_1558,27,14190,14160,bicycle,walk,259,118,271,146,268,129,276,147
4064,20200531,clip_36_1558,28,14190,14160,bicycle,walk,253,117,266,143,265,127,272,146
4065,20200531,clip_36_1558,29,14190,14160,bicycle,walk,250,116,260,140,259,126,265,138
4066,20200531,clip_36_1558,30,14190,14160,bicycle,walk,245,115,255,138,255,124,262,138
4067,20200531,clip_36_1558,31,14190,14160,bicycle,walk,240,114,251,137,250,122,258,137
4068,20200531,clip_36_1558,32,14190,14160,bicycle,walk,238,113,246,137,246,120,255,137
4069,20200531,clip_36_1558,33,14190,14160,bicycle,walk,233,112,242,135,243,119,249,131
4070,20200531,clip_36_1558,34,14190,14160,bicycle,walk,229,111,237,134,238,117,247,136
4071,20200531,clip_36_1558,35,14190,14160,bicycle,walk,225,110,233,133,233,117,240,133
4072,20200531,clip_36_1558,36,14190,14160,bicycle,walk,223,109,232,131,229,118,238,132
4073,20200531,clip_36_1558,37,14190,14160,bicycle,walk,218,110,227,130,225,120,232,131
4074,20200531,clip_36_1558,38,14190,14160,bicycle,walk,213,107,222,128,220,116,228,124
4075,20200531,clip_36_1558,39,14190,14160,bicycle,walk,211,107,219,127,219,112,228,130
4076,20200531,clip_36_1558,41,14165,14180,bicycle,ride,330,160,348,212,330,192,349,211
4077,20200531,clip_36_1558,42,14165,14180,bicycle,ride,286,148,303,191,286,167,305,193
4078,20200531,clip_36_1558,43,14165,14180,bicycle,ride,255,137,270,183,255,159,274,184
4079,20200531,clip_36_1558,44,14165,14180,bicycle,ride,229,128,243,166,227,147,246,168
4080,20200531,clip_36_1558,45,14165,14180,bicycle,ride,216,127,228,155,216,133,230,154
4081,20200531,clip_36_1558,46,14165,14180,bicycle,ride,212,110,224,142,212,121,226,142
4082,20200531,clip_36_1558,47,14165,14180,bicycle,ride,210,111,219,131,212,122,218,136
4083,20200531,clip_36_1558,48,14165,14180,bicycle,ride,205,111,213,123,206,119,211,131
4084,20200531,clip_36_1558,49,14165,14180,bicycle,ride,193,99,205,128,192,113,205,134
4085,20200531,clip_36_1558,51,14165,14180,bicycle,ride,162,100,171,112,163,107,170,118
4086,20200531,clip_36_1558,52,14165,14180,bicycle,ride,151,98,157,108,152,106,158,113
4087,20200531,clip_36_1558,53,14165,14180,bicycle,ride,135,90,147,112,137,99,147,116
4097,20200531,clip_36_1558,77,14183,14184,bicycle,ride,125,104,133,125,126,110,136,125
4098,20200531,clip_36_1558,78,14183,14184,bicycle,ride,122,107,130,127,121,116,131,131
4099,20200531,clip_36_1558,79,14183,14184,bicycle,ride,115,113,123,133,115,124,125,139
4100,20200531,clip_36_1558,80,14183,14184,bicycle,ride,107,116,115,136,107,123,118,138
4101,20200531,clip_36_1558,81,14183,14184,bicycle,ride,106,116,115,136,107,126,117,141
4102,20200531,clip_36_1558,82,14183,14184,bicycle,ride,106,122,116,142,107,129,117,144
4103,20200531,clip_36_1558,83,14183,14184,bicycle,ride,108,127,118,147,109,130,119,147
4104,20200531,clip_36_1558,84,14183,14184,bicycle,ride,108,129,119,144,111,132,121,149
4105,20200531,clip_36_1558,85,14183,14184,bicycle,ride,108,130,120,150,111,135,120,153
4106,20200531,clip_36_1558,86,14183,14184,bicycle,ride,107,132,121,156,112,139,120,157
4107,20200531,clip_36_1558,87,14183,14184,bicycle,ride,112,130,123,155,112,144,120,160
4108,20200531,clip_36_1558,88,14183,14184,bicycle,ride,120,134,131,162,120,147,130,164
4109,20200531,clip_36_1558,89,14183,14184,bicycle,ride,133,134,142,162,133,151,143,168
4110,20200531,clip_36_1558,90,14183,14184,bicycle,ride,141,141,151,169,141,157,151,174
4111,20200531,clip_36_1558,91,14183,14184,bicycle,ride,145,146,155,174,145,161,156,183
4112,20200531,clip_36_1558,92,14183,14184,bicycle,ride,149,151,160,179,150,165,160,192
4113,20200531,clip_36_1558,93,14183,14184,bicycle,ride,158,154,168,183,159,174,169,200
4114,20200531,clip_36_1558,94,14183,14184,bicycle,ride,160,160,174,189,159,174,177,200
4115,20200531,clip_36_1558,96,14183,14184,bicycle,ride,194,179,207,207,194,196,212,236
4116,20200531,clip_36_1558,97,14183,14184,bicycle,ride,214,188,231,216,214,205,232,245
4117,20200531,clip_36_1558,98,14183,14184,bicycle,ride,240,200,257,229,239,221,263,261
4118,20200531,clip_36_1558,99,14183,14184,bicycle,ride,270,211,296,259,272,241,296,281
4119,20200531,clip_36_1558,100,14183,14184,bicycle,ride,307,230,340,277,308,260,341,288
4120,20200531,clip_36_1558,101,14183,14184,bicycle,ride,354,250,384,288,351,281,384,288
4133,20200531,clip_36_1558,101,14188,14187,bicycle,ride,342,187,369,230,342,211,369,246
4134,20200531,clip_36_1558,102,14188,14187,bicycle,ride,294,168,315,200,298,191,316,215
4135,20200531,clip_36_1558,103,14188,14187,bicycle,ride,259,155,275,177,263,171,280,195
4136,20200531,clip_36_1558,104,14188,14187,bicycle,ride,235,143,250,169,236,163,249,182
4137,20200531,clip_36_1558,105,14188,14187,bicycle,ride,234,134,247,159,236,153,246,169
4138,20200531,clip_36_1558,106,14188,14187,bicycle,ride,234,127,247,147,238,145,246,160
4139,20200531,clip_36_1558,107,14188,14187,bicycle,ride,229,122,240,142,231,135,239,150
4140,20200531,clip_36_1558,108,14188,14187,bicycle,ride,218,115,228,145,218,128,228,142
4141,20200531,clip_36_1558,109,14188,14187,bicycle,ride,206,112,215,140,207,127,216,140
4142,20200531,clip_36_1558,110,14188,14187,bicycle,ride,193,101,203,132,195,121,200,133
4143,20200531,clip_38_1630,15,14254,14255,bicycle,ride,330,196,353,249,327,225,362,259
4144,20200531,clip_38_1630,16,14254,14255,bicycle,ride,295,181,319,234,296,207,319,239
4145,20200531,clip_38_1630,17,14254,14255,bicycle,ride,266,169,288,220,266,191,288,223
4146,20200531,clip_38_1630,18,14254,14255,bicycle,ride,236,158,257,207,236,176,257,207
4147,20200531,clip_38_1630,19,14254,14255,bicycle,ride,227,150,247,197,227,168,247,197
4148,20200531,clip_38_1630,20,14254,14255,bicycle,ride,218,142,237,187,219,161,238,188
4149,20200531,clip_38_1630,21,14254,14255,bicycle,ride,213,135,231,178,213,152,233,177
4150,20200531,clip_38_1630,22,14254,14255,bicycle,ride,209,130,226,171,208,148,226,171
4151,20200531,clip_38_1630,23,14254,14255,bicycle,ride,208,123,223,162,208,140,223,162
4152,20200531,clip_38_1630,24,14254,14255,bicycle,ride,204,123,218,160,204,140,219,160
4153,20200531,clip_38_1630,25,14254,14255,bicycle,ride,200,115,213,150,200,131,213,150
4154,20200531,clip_38_1630,26,14254,14255,bicycle,ride,194,113,208,148,195,129,208,148
4155,20200531,clip_38_1630,27,14254,14255,bicycle,ride,192,113,205,147,192,129,204,148
4156,20200531,clip_38_1630,28,14254,14255,bicycle,ride,189,109,196,143,191,124,195,142
4192,20200531,clip_38_1630,41,14269,14276,bicycle,ride,127,125,133,150,121,140,135,157
4193,20200531,clip_38_1630,42,14269,14276,bicycle,ride,119,127,125,155,115,142,129,159
4194,20200531,clip_38_1630,43,14269,14276,bicycle,ride,124,126,130,155,120,143,134,160
4195,20200531,clip_38_1630,44,14269,14276,bicycle,ride,133,131,139,160,131,154,145,171
4196,20200531,clip_38_1630,45,14269,14276,bicycle,ride,138,140,146,160,136,154,145,174
4197,20200531,clip_38_1630,46,14269,14276,bicycle,ride,138,140,146,181,135,156,144,181
4198,20200531,clip_38_1630,47,14269,14276,bicycle,ride,149,147,161,186,145,169,158,194
4199,20200531,clip_38_1630,48,14269,14276,bicycle,ride,160,154,175,190,159,172,176,196
